"DataCode","Rectype","RecYear","Date","Watershed","Transect","TrapStation","Species","SpecimenNo1","SpecimenNo2","VoucherNo","RecaptureStatus","Disposition","TotalLength","TailLength","HFLength","EarLength","Weight","Sex","Age","ReprodCondition","Comments"
"csm08",1,2017,"6/16/2017","R1A","E","20","MIOC","553",NA,"","N","R",NA,29,19,"","46","F","A","OEN","PREGNANT"
"csm08",1,2017,"6/16/2017","R1A","E","20","MIOC","551",NA,"","N","R",NA,26,19,"","31","F","A","OSN","PREGNANT"
"csm08",1,2017,"6/16/2017","R1A","E","15","NEFL","560",NA,"","N","R",NA,143,37,"","310","F","A","CEN",""
"csm08",1,2017,"6/16/2017","R1A","E","5","NEFL","428",NA,"","Y","R",NA,NA,NA,"","","F","A","OEN","PREGNANT"
"csm08",1,2017,"6/16/2017","R1A","E","17","PMLE","528",NA,"","N","R",NA,84,21,"","35","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","12","PMLE","443",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","13","PMLE","475",NA,"","Y","R",NA,NA,NA,"","","F","JUV","CSN",""
"csm08",1,2017,"6/16/2017","R1A","E","7","PMLE","431",NA,"","Y","R",NA,NA,NA,"","","F","SA","CSN",""
"csm08",1,2017,"6/16/2017","R1A","E","15","PMLE","408",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","14","PMLE","436",NA,"","Y","R",NA,NA,NA,"","","F","A","CSN",""
"csm08",1,2017,"6/16/2017","R1A","E","7","PMLE","455",NA,"","Y","R",NA,NA,NA,"","","M","A","NS?","BOTFLY"
"csm08",1,2017,"6/16/2017","R1A","E","8","PMLE","489",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","3","PMLE","412",NA,"","Y","R",NA,NA,NA,"","","F","A","CEN",""
"csm08",1,2017,"6/16/2017","R1A","E","2","PMLE","467",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","4","PMLE","431",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","2","PMMA","491",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","9","SIHI","546",NA,"","N","R",NA,114,29,"","130","M","A","S",""
"csm08",1,2017,"6/16/2017","R1A","E","6","SIHI","529",NA,"","N","R",NA,89,27,"","59","M","SA","S",""
"csm08",1,2017,"6/16/2017","R1A","E","18","SIHI","540",NA,"","N","R",NA,84,29,"","63","F","SA","OSN",""
"csm08",1,2017,"6/16/2017","R1A","E","4","SIHI","568",NA,"","N","R",NA,79,26,"","69.5","F","SA","CSN",""
"csm08",1,2017,"6/16/2017","R1A","E","16","SIHI","463",NA,"","Y","R",NA,NA,NA,"","","M","SA","NS",""
"csm08",1,2017,"6/16/2017","R1A","E","8","SIHI","460",NA,"","Y","R",NA,NA,NA,"","","F","A","CSN",""
"csm08",1,2017,"6/16/2017","R20A","W","16","BLHY","",NA,"","N","V",NA,NA,NA,"","","N","","","COLLECTED"
"csm08",1,2017,"6/16/2017","R20A","W","12","BLHY","",NA,"","N","V",NA,NA,NA,"","","N","","","COLLECTED"
"csm08",1,2017,"6/16/2017","R20A","W","16","BLHY","",NA,"NK269994","N","V",104,19,14,"","10.2","F","A","CSN",""
"csm08",1,2017,"6/16/2017","R20A","W","7","MIOC","596",NA,"","N","R",NA,29,20,"","31","M","A","NS",""
"csm08",1,2017,"6/16/2017","R20A","W","2","PMMA","537",NA,"","N","R",NA,60,18,"","16","M","A","NS",""
"csm08",1,2017,"6/16/2017","R20A","W","14","PMMA","477",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/16/2017","R20A","W","7","REME","542",NA,"","N","R",NA,69,16,"","13.5","M","A","S",""
"csm08",1,2017,"6/16/2017","R20A","W","8","SIHI","501",NA,"","N","R",NA,89,27,"","54","M","SA","NS",""
"csm08",1,2017,"6/16/2017","R20A","W","18","SIHI","594",NA,"","N","R",NA,109,NA,"","","F","A","OSN",""
"csm08",1,2017,"6/16/2017","SpB","E","12","MIOC","597",NA,"","N","R",NA,39,20,"","44","F","A","CSN",""
"csm08",1,2017,"6/16/2017","SpB","E","20","MIOC","593",NA,"","N","R",NA,31,20,"","52","M","A","S",""
"csm08",1,2017,"6/16/2017","SpB","E","9","MIOC","579",NA,"","N","R",NA,31,19,"","28","F","A","CSN",""
"csm08",1,2017,"6/16/2017","SpB","E","18","MIOC","438",NA,"","Y","R",NA,NA,NA,"","","F","A","OSN",""
"csm08",1,2017,"6/16/2017","SpB","E","8","SIHI","583",NA,"","N","R",NA,87,30,"","64","F","A","OSN",""
"csm08",1,2017,"6/16/2017","SpB","E","7","SIHI","543",NA,"","N","R",NA,84,28,"","110","M","A","S",""
"csm08",1,2017,"6/16/2017","SpB","E","15","SIHI","494",NA,"","Y","R",NA,NA,NA,"","","F","A","OEN","NTB PREGNANT"
"csm08",1,2017,"6/16/2017","SpB","E","17","SIHI","480",NA,"","Y","R",NA,NA,NA,"","","M","SA","NS",""
"csm08",1,2017,"6/27/2017","R1A","W","16","PMLE","",NA,"NK269998","N","V",170,82,22,"16","29.3","M","A","S",""
"csm08",1,2017,"6/27/2017","R1A","W","16","PMLE","",NA,"NK296003","N","V",155,70,22,"15","18.1","M","SA","NS",""
"csm08",1,2017,"6/27/2017","R1A","W","4","SIHI","",NA,"NK269999","N","V",223,89,28,"13","75.3","M","A","S",""
"csm08",1,2017,"6/27/2017","R1A","W","12","SIHI","",NA,"NK270000","N","V",236,95,29,"19","88.3","M","A","S",""
"csm08",1,2017,"6/27/2017","R1A","W","15","SIHI","",NA,"NK296001","N","V",222,91,29,"16","82.7","M","A","S",""
"csm08",1,2017,"6/27/2017","R1A","W","12","SIHI","",NA,"NK296002","N","V",210,91,29,"16","65.3","F","A","CSN",""
"csm08",1,2017,"6/27/2017","R20A","E","5","BLHY","",NA,"NK269991","N","V",102,20,12,"","9.5","F","A","OSN",""
"csm08",1,2017,"6/27/2017","R20A","E","18","BLHY","",NA,"NK269992","N","V",104,20,13,"","10.6","F","A","OSN",""
"csm08",1,2017,"6/27/2017","R20A","W","12","BLHY","",NA,"NK269993","N","V",104,21,14,"","11.9","M","A","NS",""
"csm08",1,2017,"6/27/2017","R20A","E","12","PMLE","",NA,"NK296004","N","V",154,63,20,"14","25.3","F","A","CSN",""
"csm08",1,2017,"6/27/2017","R20A","E","20","PMLE","",NA,"NK296006","N","V",155,75,22,"16","28.1","M","A","S",""
"csm08",1,2017,"6/27/2017","R20A","E","8","PMLE","",NA,"NK296009","N","V",165,71,22,"16","29.6","M","A","S",""
"csm08",1,2017,"6/27/2017","R20A","E","9","SIHI","",NA,"NK296005","N","V",211,84,28,"15","58.5","F","A","CSN",""
"csm08",1,2017,"6/27/2017","R20A","E","2","SIHI","",NA,"NK296007","N","V",268,98,28,"16","140.8","M","A","NS",""
"csm08",1,2017,"6/27/2017","R20A","E","13","SIHI","",NA,"NK296008","N","V",295,122,32,"20","139.5","F","A","OEL",""
"csm08",1,2017,"6/27/2017","R20A","E","5","SIHI","",NA,"NK296010","N","V",288,115,33,"17","211.8","M","A","S",""
"csm08",1,2017,"6/27/2017","R20A","E","3","SIHI","",NA,"NK296011","N","V",202,89,27,"15","57.6","F","JUV","CSN",""
"csm08",1,2017,"6/27/2017","R20A","E","3","SIHI","",NA,"NK296012","N","V",206,90,29,"14","65","M","SA","NS",""
"csm08",1,2017,"6/27/2017","R20A","E","20","SIHI","",NA,"NK296013","N","V",198,84,27,"15","53.9","M","SA","S",""
"csm08",1,2017,"6/27/2017","R20A","E","4","SIHI","",NA,"NK296014","N","V",183,73,27,"14","41","F","JUV","CSN",""
"csm08",1,2017,"6/27/2017","R20A","E","4","SIHI","",NA,"NK296015","N","V",210,90,29,"14","67.9","M","A","S",""
"csm08",1,2017,"6/27/2017","SuB","W","14","PMLE","",NA,"NK269995","N","V",172,75,21,"15","28.4","F","A","CEL",""
"csm08",1,2017,"6/27/2017","SuB","W","14","PMLE","",NA,"NK269996","N","V",170,77,22,"16","22.1","M","A","NS",""
"csm08",1,2017,"6/27/2017","SuB","W","15","PMLE","",NA,"NK269997","N","V",157,68,21,"15","18.8","M","A","S",""
"csm08",1,2017,"6/28/2017","1D","W","13","MIOC","",NA,"NK296016","N","V",153,34,19,"11","35.7","F","A","CSN",""
"csm08",1,2017,"6/28/2017","1D","W","1","PMMA","",NA,"NK296017","N","V",130,49,17,"10","13.4","M","SA","NS",""
"csm08",1,2017,"6/28/2017","1D","W","16","PMMA","",NA,"NK296018","N","V",138,54,29,"14","13.2","M","A","S",""
"csm08",1,2017,"6/28/2017","1D","W","17","PMMA","",NA,"NK296019","N","V",131,42,19,"14","18.5","M","A","S",""
"csm08",1,2017,"6/28/2017","R1A","W","19","MIOC","",NA,"NK296052","N","V",149,29,19,"12","37.1","M","A","S",""
"csm08",1,2017,"6/28/2017","R1A","W","14","MIOC","",NA,"NK296055","N","V",151,28,18,"12","45.5","M","A","S",""
"csm08",1,2017,"6/28/2017","R1A","W","15","PMLE","",NA,"NK296050","N","V",191,89,21,"17","32.9","F","A","OEN",""
"csm08",1,2017,"6/28/2017","R1A","W","19","PMLE","",NA,"NK296053","N","V",187,79,21,"16","28.7","M","A","S",""
"csm08",1,2017,"6/28/2017","R1A","W","2","PMMA","",NA,"NK296043","N","V",148,68,18,"15","15.7","M","A","S",""
"csm08",1,2017,"6/28/2017","R1A","W","2","PMMA","",NA,"NK296049","N","V",157,64,18,"16","15.2","F","SA","CSN",""
"csm08",1,2017,"6/28/2017","R1A","W","20","SIHI","",NA,"NK296044","N","V",227,94,29,"16","87.8","M","A","S",""
"csm08",1,2017,"6/28/2017","R1A","W","8","SIHI","",NA,"NK296045","N","V",219,87,27,"16","62.7","F","SA","OEN",""
"csm08",1,2017,"6/28/2017","R1A","W","20","SIHI","",NA,"NK296046","N","V",204,91,26,"13","53","M","SA","S",""
"csm08",1,2017,"6/28/2017","R1A","W","5","SIHI","",NA,"NK296047","N","V",212,89,27,"17","62.1","M","SA","S",""
"csm08",1,2017,"6/28/2017","R1A","W","8","SIHI","",NA,"NK296048","N","V",199,17,33,"17","207.5","M","A","S",""
"csm08",1,2017,"6/28/2017","R1A","W","16","SIHI","",NA,"NK296051","N","V",242,94,29,"18","99.5","F","A","CEN",""
"csm08",1,2017,"6/28/2017","R1A","W","10","SIHI","",NA,"NK296054","N","V",269,110,30,"21","123.2","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","9","NEFL","",NA,"NK296022","N","V",345,151,36,"27","241.4","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","4","PMLE","",NA,"NK296027","N","V",181,79,22,"17","26.7","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","3","SIHI","",NA,"NK296020","N","V",239,55,31,"21","185.1","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","12","SIHI","",NA,"NK296021","N","V",201,87,27,"16","45.9","F","SA","CSN",""
"csm08",1,2017,"6/28/2017","R20A","E","19","SIHI","",NA,"NK296023","N","V",204,86,27,"16","47.1","F","SA","CSN",""
"csm08",1,2017,"6/28/2017","R20A","E","20","SIHI","",NA,"NK296024","N","V",212,91,27,"18","72.5","M","SA","S",""
"csm08",1,2017,"6/28/2017","R20A","E","10","SIHI","",NA,"NK296025","N","V",276,117,29,"21","179.6","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","8","SIHI","",NA,"NK296026","N","V",223,104,32,"19","96.9","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","8","SIHI","",NA,"NK296028","N","V",261,108,31,"19","96.5","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","10","SIHI","",NA,"NK296029","N","V",211,89,28,"18","68.5","F","A","CSN",""
"csm08",1,2017,"6/28/2017","R20A","E","20","SIHI","",NA,"NK296030","N","V",209,91,27,"21","55.8","F","A","CSN",""
"csm08",1,2017,"6/28/2017","R20A","E","5","SIHI","",NA,"NK296031","N","V",209,87,27,"18","55.2","M","SA","S",""
"csm08",1,2017,"6/28/2017","R20A","E","7","SIHI","",NA,"NK296032","N","V",193,82,26,"18","42.9","F","SA","?",""
"csm08",1,2017,"6/28/2017","R20A","E","2","SIHI","",NA,"NK296033","N","V",216,85,27,"17","59.3","M","SA","S",""
"csm08",1,2017,"6/28/2017","R20A","E","4","SIHI","",NA,"NK296034","N","V",266,110,28,"19","126.6","F","A","CEN",""
"csm08",1,2017,"6/28/2017","R20A","E","12","SIHI","",NA,"NK296035","N","V",146,59,21,"14","17.6","F","JUV","CSN",""
"csm08",1,2017,"6/28/2017","R20A","E","13","SIHI","",NA,"NK296036","N","V",219,97,27,"17","56.5","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","15","SIHI","",NA,"NK296056","N","V",268,104,32,"21","171.5","M","A","S",""
"csm08",1,2017,"6/28/2017","R20A","E","1","SIHI","",NA,"NK296057","N","V",181,75,24,"16","34","F","JUV","CSN",""
"csm08",1,2017,"6/28/2017","R20A","E","7","SIHI","",NA,"NK296058","N","V",123,51,20,"14","12.6","F","JUV","CSN",""
"csm08",1,2017,"6/28/2017","SuB","W","4","MIOC","",NA,"NK296037","N","V",149,33,20,"13","46.5","F","A","?",""
"csm08",1,2017,"6/28/2017","SuB","W","15","PMLE","",NA,"NK296040","N","V",167,74,21,"18","28.7","M","A","S",""
"csm08",1,2017,"6/28/2017","SuB","W","14","SIHI","",NA,"NK296038","N","V",228,109,29,"17","76.8","M","A","S",""
"csm08",1,2017,"6/28/2017","SuB","W","13","SIHI","",NA,"NK296039","N","V",259,110,26,"19","157.3","M","A","S",""
"csm08",1,2017,"6/28/2017","SuB","W","15","SIHI","",NA,"NK296041","N","V",278,116,30,"19","149.2","F","A","OEL",""
"csm08",1,2017,"6/28/2017","SuB","W","14","SIHI","",NA,"NK296042","N","V",218,108,29,"13","66","M","SA","S",""
"csm08",1,2017,"6/29/2017","1D","W","19","MIOC","",NA,"NK296071","N","V",141,37,19,"17","35.2","M","A","S",""
"csm08",1,2017,"6/29/2017","1D","W","15","PMMA","",NA,"NK296070","N","V",134,54,19,"15","17.4","M","A","S",""
"csm08",1,2017,"6/29/2017","R1A","W","16","CHHI","",NA,"NK296084","N","V",171,86,23,"11","20.8","F","SA","CSN",""
"csm08",1,2017,"6/29/2017","R1A","W","7","MIOC","",NA,"NK296081","N","V",159,36,19,"19","44.4","F","A","OEL",""
"csm08",1,2017,"6/29/2017","R1A","W","19","MIOC","",NA,"NK296083","N","V",157,33,20,"14","44","F","A","OEN",""
"csm08",1,2017,"6/29/2017","R1A","W","14","PMLE","",NA,"NK296075","N","V",159,68,21,"16","23.6","F","A","CSN",""
"csm08",1,2017,"6/29/2017","R1A","W","16","PMLE","",NA,"NK296076","N","V",185,82,22,"17","33.7","M","A","S",""
"csm08",1,2017,"6/29/2017","R1A","W","2","PMMA","",NA,"NK296085","N","V",143,54,18,"14","15.7","M","SA","S",""
"csm08",1,2017,"6/29/2017","R1A","W","1","PMMA","",NA,"NK296086","N","V",143,59,18,"19","19.3","M","SA","S",""
"csm08",1,2017,"6/29/2017","R1A","W","10","SIHI","",NA,"NK296072","N","V",239,94,28,"18","74.1","F","A","OSN",""
"csm08",1,2017,"6/29/2017","R1A","W","5","SIHI","",NA,"NK296073","N","V",271,114,31,"21","136.7","F","A","CSN",""
"csm08",1,2017,"6/29/2017","R1A","W","10","SIHI","",NA,"NK296074","N","V",276,116,30,"21","151","M","A","S",""
"csm08",1,2017,"6/29/2017","R1A","W","3","SIHI","",NA,"NK296077","N","V",239,102,29,"19","97.3","M","A","S",""
"csm08",1,2017,"6/29/2017","R1A","W","12","SIHI","",NA,"NK296078","N","V",244,104,29,"19","87.7","M","A","S",""
"csm08",1,2017,"6/29/2017","R1A","W","2","SIHI","",NA,"NK296079","N","V",231,108,28,"18","71.7","M","A","S",""
"csm08",1,2017,"6/29/2017","R1A","W","11","SIHI","",NA,"NK296080","N","V",224,103,28,"18","63.9","F","A","OSN",""
"csm08",1,2017,"6/29/2017","R1A","W","19","SIHI","",NA,"NK296082","N","V",217,86,28,"17","59.7","M","A","S",""
"csm08",1,2017,"6/29/2017","R20A","E","16","BLHY","",NA,"NK296059","N","V",104,19,14,"9","16.1","M","A","S",""
"csm08",1,2017,"6/29/2017","R20A","E","11","PMLE","",NA,"NK296067","N","V",162,74,22,"18","19.9","F","SA","OSN",""
"csm08",1,2017,"6/29/2017","R20A","E","2","SIHI","",NA,"NK296060","N","V",280,111,29,"20","140.4","F","A","CEL",""
"csm08",1,2017,"6/29/2017","R20A","E","7","SIHI","",NA,"NK296061","N","V",261,107,29,"19","129.1","F","A","CEL",""
"csm08",1,2017,"6/29/2017","R20A","E","5","SIHI","",NA,"NK296062","N","V",209,87,28,"18","54.2","M","SA","S",""
"csm08",1,2017,"6/29/2017","R20A","E","13","SIHI","",NA,"NK296063","N","V",211,86,27,"17","53.2","M","SA","S",""
"csm08",1,2017,"6/29/2017","R20A","E","15","SIHI","",NA,"NK296064","N","V",203,84,26,"17","55.3","M","?","S",""
"csm08",1,2017,"6/29/2017","R20A","E","1","SIHI","",NA,"NK296065","N","V",184,79,26,"14","37.4","F","SA","CSN",""
"csm08",1,2017,"6/29/2017","R20A","E","20","SIHI","",NA,"NK296066","N","V",155,62,24,"14","21.3","M","JUV","S",""
"csm08",1,2017,"6/29/2017","R20A","E","6","SIHI","",NA,"NK296068","N","V",198,78,26,"17","47.8","M","SA","S",""
"csm08",1,2017,"6/29/2017","SuB","W","13","SIHI","",NA,"NK296069","N","V",259,105,28,"20","127.2","F","A","CEL",""
"csm08",1,2017,"6/30/2017","1D","W","19","MIOC","",NA,"NK296091","N","V",121,24,19,"12","29.5","F","SA","CEN",""
"csm08",1,2017,"6/30/2017","1D","W","9","MIOC","",NA,"NK296092","N","V",152,33,21,"16","56.8","F","A","OEN",""
"csm08",1,2017,"6/30/2017","1D","W","9","MIOC","",NA,"NK296093","N","V",119,23,17,"12","16.9","F","JUV","CSN",""
"csm08",1,2017,"6/30/2017","1D","W","1","PMMA","",NA,"NK296090","N","V",134,49,18,"19","15.5","M","SA","S",""
"csm08",1,2017,"6/30/2017","R1A","W","15","MIOC","",NA,"NK296102","N","V",134,26,18,"13","36.7","F","A","OSN",""
"csm08",1,2017,"6/30/2017","R1A","W","13","MIOC","",NA,"NK296103","N","V",110,14,17,"13","19","F","JUV","CSN",""
"csm08",1,2017,"6/30/2017","R1A","W","2","SIHI","",NA,"NK296094","N","V",271,109,32,"19","155.3","F","A","OEN",""
"csm08",1,2017,"6/30/2017","R1A","W","3","SIHI","",NA,"NK296095","N","V",227,106,29,"19","67.4","M","A","S",""
"csm08",1,2017,"6/30/2017","R1A","W","8","SIHI","",NA,"NK296096","N","V",213,91,27,"17","46.8","F","SA","CSN",""
"csm08",1,2017,"6/30/2017","R1A","W","12","SIHI","",NA,"NK296097","N","V",241,109,30,"20","101.7","M","A","S",""
"csm08",1,2017,"6/30/2017","R1A","W","14","SIHI","",NA,"NK296098","N","V",273,108,31,"22","189.7","M","A","S",""
"csm08",1,2017,"6/30/2017","R1A","W","15","SIHI","",NA,"NK296099","N","V",208,84,27,"18","67.1","F","A","CSN",""
"csm08",1,2017,"6/30/2017","R1A","W","20","SIHI","",NA,"NK296100","N","V",211,83,26,"18","55","F","A","CSN",""
"csm08",1,2017,"6/30/2017","R1A","W","12","SIHI","",NA,"NK296101","N","V",217,86,29,"18","67.2","M","A","S",""
"csm08",1,2017,"6/30/2017","R20A","E","4","SIHI","",NA,"NK296104","N","V",220,94,30,"18","56","F","SA","CSN",""
"csm08",1,2017,"6/30/2017","R20A","E","8","SIHI","",NA,"NK296105","N","V",279,116,33,"20","135","M","A","S",""
"csm08",1,2017,"6/30/2017","R20A","E","3","SIHI","",NA,"NK296106","N","V",249,101,29,"22","120","F","A","CEL",""
"csm08",1,2017,"6/30/2017","R20A","E","20","SIHI","",NA,"NK296107","N","V",246,91,27,"21","135","M","A","S",""
"csm08",1,2017,"6/30/2017","R20A","E","10","SIHI","",NA,"NK296108","N","V",271,109,30,"21","125","F","A","OEL",""
"csm08",1,2017,"6/30/2017","R20A","E","18","SIHI","",NA,"NK296109","N","V",151,68,23,"15","19","F","JUV","CSN",""
"csm08",1,2017,"6/30/2017","R20A","E","7","SIHI","",NA,"NK296110","N","V",129,51,20,"19","14.5","F","JUV","CSN",""
"csm08",1,2017,"6/30/2017","SuB","W","13","MIOC","",NA,"NK296088","N","V",164,33,20,"13","44.6","M","A","S",""
"csm08",1,2017,"6/30/2017","SuB","W","12","MIOC","",NA,"NK296089","N","V",116,28,19,"13","22.5","F","SA","CSN",""
"csm08",1,2017,"6/30/2017","SuB","W","5","SIHI","",NA,"NK296087","N","V",211,90,29,"18","51.5","M","SA","S",""
"csm08",1,2018,"7/10/2018","1D","E","13","PMMA","585",NA,"","N","R",NA,55,19,"","14.6","F","A","CSN",""
"csm08",1,2018,"7/10/2018","1D","E","8","PMMA","561",NA,"","N","R",NA,57,18,"","15","M","A","NS",""
"csm08",1,2018,"7/10/2018","1D","E","10","PMMA","512",NA,"","N","R",NA,57,18,"","13.5","F","A","CSN",""
"csm08",1,2018,"7/10/2018","1D","E","13","PMMA","582",NA,"","N","R",NA,55,19,"","14.6","F","A","CSN",""
"csm08",1,2018,"7/10/2018","4B","W","13","NEFL","506",NA,"","N","R",NA,165,40,"","300","F","A","CSN",""
"csm08",1,2018,"7/10/2018","4B","W","14","NEFL","581",NA,"","N","R",NA,149,38,"","280","F","A","CSN",""
"csm08",1,2018,"7/10/2018","4B","W","13","PMLE","585",NA,"","N","R",NA,78,22,"","19","F","A","CSN",""
"csm08",1,2018,"7/10/2018","4F","W","20","PMLE","516",NA,"","N","R",NA,77,23,"","30","M","A","S",""
"csm08",1,2018,"7/10/2018","SuB","E","8","PMLE","590",NA,"","N","R",NA,70,22,"","18","F","A","CSN",""
"csm08",1,2018,"7/11/2018","1D","E","5","PMMA","538",NA,"","N","R",NA,56,18,"","17","N","","",""
"csm08",1,2018,"7/11/2018","1D","E","8","PMMA","518",NA,"","N","R",NA,57,20,"","15","F","A","CSN",""
"csm08",1,2018,"7/11/2018","1D","E","14","PMMA","530",NA,"","Y","R",NA,58,18,"","","M","A","NS",""
"csm08",1,2018,"7/11/2018","1D","E","13","PMMA","582",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/11/2018","1D","E","10","PMMA","512",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/11/2018","4B","W","4","NEFL","584",NA,"","N","R",NA,76,29,"","49","F","J","CSN",""
"csm08",1,2018,"7/11/2018","4B","W","13","PMLE","585",NA,"","Y","R",NA,NA,NA,"","","F","","",""
"csm08",1,2018,"7/12/2018","1D","E","14","PMMA","520",NA,"","N","R",NA,58,18,"","16.8","M","A","NS",""
"csm08",1,2018,"7/12/2018","1D","E","10","PMMA","512",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/12/2018","1D","E","4","PMMA","538",NA,"","Y","R",NA,NA,NA,"","17.2","M","A","S",""
"csm08",1,2018,"7/12/2018","1D","E","8","PMMA","518",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/12/2018","4B","W","13","PMLE","585",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/13/2018","1D","E","20","PMMA","",NA,"","N","V",NA,NA,NA,"","","N","","",""
"csm08",1,2018,"7/13/2018","1D","E","5","PMMA","518",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/13/2018","1D","E","11","PMMA","512",NA,"","Y","R",NA,NA,NA,"","","N","","",""
"csm08",1,2018,"7/13/2018","1D","E","10","PMMA","530",NA,"","Y","R",NA,NA,NA,"","","M","A","",""
"csm08",1,2018,"7/13/2018","1D","E","14","PMMA","520",NA,"","Y","R",NA,NA,NA,"","","M","A","",""
"csm08",1,2018,"7/13/2018","1D","E","4","PMMA","538",NA,"","Y","R",NA,NA,NA,"","","M","A","",""
"csm08",1,2018,"7/13/2018","1D","E","10","PMMA","",NA,"NK296213","N","V",135,59,9,"19","13.3","M","A","S",""
"csm08",1,2018,"7/13/2018","4B","W","4","NEFL","506",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/13/2018","4B","W","14","PMLE","585",NA,"","Y","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2018,"7/13/2018","4F","W","20","PMLE","576",NA,"","Y","R",NA,NA,NA,"","","N","","",""
"csm08",1,2018,"7/13/2018","SuB","E","16","MIOC","",NA,"","N","V",NA,NA,NA,"","","N","","",""
"csm08",1,2018,"7/13/2018","SuB","E","10","MIOC","",NA,"NK296215","N","V",117,26,8,"18","23.3","M","A","S",""
"csm08",1,2018,"7/13/2018","SuB","E","15","PMMA","",NA,"","N","V",NA,NA,NA,"","","N","","",""
"csm08",1,2018,"7/13/2018","SuB","E","10","PMMA","",NA,"NK296214","N","V",114,50,10,"17","11.1","F","A","CSN",""
"csm08",1,2018,"7/17/2018","1D","W","20","MIOC","",NA,"NK296191","N","V",142,33,11,"18","33.2","M","A","S",""
"csm08",1,2018,"7/17/2018","1D","W","18","PMMA","",NA,"NK296192","N","V",131,54,13,"18","16.5","M","A","NS",""
"csm08",1,2018,"7/17/2018","1D","W","19","PMMA","",NA,"NK296194","N","V",124,51,14,"18","18.8","M","A","S",""
"csm08",1,2018,"7/17/2018","1D","W","3","PMMA","",NA,"NK296195","N","V",151,54,12,"19","13.1","F","A","CSN",""
"csm08",1,2018,"7/17/2018","1D","W","10","PMMA","",NA,"NK296196","N","V",137,60,11,"18","18.8","M","A","S",""
"csm08",1,2018,"7/17/2018","20B","E","16","PMLE","",NA,"NK296226","N","V",156,81,11,"21","23.6","M","A","S",""
"csm08",1,2018,"7/17/2018","R1A","W","6","PMLE","",NA,"NK296227","N","V",172,72,12,"22","25.1","M","A","NS",""
"csm08",1,2018,"7/17/2018","R1A","W","12","SIHI","",NA,"NK296230","N","V",258,94,19,"30","177.5","M","A","S",""
"csm08",1,2018,"7/17/2018","R20A","E","12","NEFL","",NA,"NK296197","N","V",264,115,21,"36","134.8","F","A","CSN",""
"csm08",1,2018,"7/17/2018","R20A","E","7","SIHI","",NA,"NK296198","N","V",245,140,15,"31","161.8","M","A","S",""
"csm08",1,2018,"7/17/2018","R20A","E","5","SIHI","",NA,"NK296199","N","V",230,98,17,"29","112.5","F","A","OEN",""
"csm08",1,2018,"7/17/2018","SuB","W","14","NEFL","",NA,"NK296193","N","V",280,132,22,"35","183.9","F","A","OSN",""
"csm08",1,2018,"7/18/2018","1D","W","10","PMMA","",NA,"NK296200","N","V",129,55,12,"19","12.9","F","A","CSN",""
"csm08",1,2018,"7/18/2018","R1A","W","13","SIHI","",NA,"NK296205","N","V",257,119,17,"31","147.7","F","A","CSN",""
"csm08",1,2018,"7/18/2018","R1A","W","14","SIHI","",NA,"NK296206","N","V",237,99,15,"30","203.8","M","A","S",""
"csm08",1,2018,"7/18/2018","R20A","E","10","NEFL","",NA,"NK296204","N","V",260,130,21,"36","140.8","M","A","S",""
"csm08",1,2018,"7/18/2018","R20A","E","15","SIHI","",NA,"NK296201","N","V",220,140,14,"33","87.1","M","A","S",""
"csm08",1,2018,"7/18/2018","R20A","E","14","SIHI","",NA,"NK296202","N","V",194,83,14,"27","45","F","Juv","CSN",""
